Query	Correction
fjallagöngum	fjallgöngum
fjallagöngur	fjallgöngur
fjalla­leiðsögumaður,	fjallaleiðsögumaður
fjallalljón	fjallaljón
fjallara	fjallar
fjallaskíðun	fjallasíðuna
fjallaskin	fjallaskinn
fjallfn	fjallfé
fjallgángur	fjallgöngur
fjallgöng	fjallgöngu
fjallgonga	fjallganga
fjallgöngi	fjallgöngu
fjallgongu	fjallgöngu
fjallgöngu	fjallgöngu
fjállgöngu	fjallgöngu
fjallgrafinn¨	fjallgrafinn
fjallhringur	fjallahringur
fjálli	fjalli
fjallid	fjallið
fjalliđ	fjallið
fjallót	fjallátt
fjallrjupa	fjallrjúpa
fjallsal	fjallasal
fjallslétt	fjalslétt
fjallstindina	fjallstindana
fjalmiðli	fjölmiðli
fjälmörg	fjölmörg
fjálnið	úfjárnið
fjálsu	frjálsu
fjálsus	frjálsust
fjandands	fjandans
fjándskapur	fjandskapur
fjandunum	fjandanum
fjáoflun	fjáröflun
fjarægð	fjarlægð
fjarægda	fjarlægða
fjarægja	fjarlægja
fjarægt	fjarlægt
fjáraflanir	fjáraflanum
fjarann	fjaran
fjaraw	fjara
fjarðarborns	fjarðarbotns
fjárdhusinu	fjárhúsinu
fjárdhúsinu	fjárhúsinu
fjárfestari	fjárfestar
fjarfesting	fjárfesting
fjárfestingahreyfingar	fjárfestingarhreyfingar
fjárfestingaleiðir	fjárfestingarleiðir
fjárfestingaráðgjöf	fjárfestingarráðgjöf
fjárfestingavettvangur	fjárfestingarvettvangur
fjárfestingaþörf	fjárfestingarþörf
fjarhirslur	fjárhirslur
fjárhundr	fjárhundur
fjárhus	fjárhús
fjarkægð	fjarlægð
fjárlægð	fjarlægð
fjarlæǵður	fjarlægður
fjárlægður	fjarlægður
fjarlæggja	fjarlægja
fjarlægjun	fjarlægjum
fjárlægt	fjarlægt
fjarlaga	fjárlaga
fjarlagat	fjarlægast
fjarlegt	fjarlægt
fjarlegur	fjörlegur
fjarlǵður	fjarlægður
fjarmagna	fjármagna
fjármálasjóri	fjármálastjóri
fjármálatofnun	fjármálastofnun
fjármögun	fjármögnun
fjármun	fjármuni
fjarnemi	fjarnámi
fjároflun	fjáröflun
fjáröflun	fjáröflun
fjáröfluninni	fjáröfluninni
fjáröflunni	fjáröfluninni
fjarr	fjarri
fjarsælt	farsælt
fjarsamband	fjársamband
fjárslóðann	fjárslóðanna
fjarst	fjærst
fjartengst	fjartengt
fjarugur	fjörugur
fjarvesta	fjarvista
fjárvesta	fjárfesta
fjarvestin	fjarvistin
fjárvist	fjarvist
fjarvistur	fjarvistir
fjasin	fjósin
fjátistu	játastu
fjauka	frauka
fjáum	fáum
fjélagar	félagar
fjéll	féll
fjeril	feril
fjerna	ferna
fjeyka	freyja;Freyja;feykja
fjfif	fiff
fjjóta	fljóta
fjlall	fjall
fjljótur	fljótur
fjljúga	fljúga
fjlömiðla	fjölmiðla
fjlót	fljót
fjlskylda	fjölskylda
fjluga	fluga
fjlúga	fljúga
fjoð	fjáð
fjóði	fjórði
fjoðir	fjáðir
fjödir	fjöður
fjóðji	fjórði
fjöðr	fjör
fjödrin	fjöðrin
fjóðskylda	fjölskylda
fjóduft	frjóduft
fjöðurinn	fjörðurinn
fjöðurö	fjöður
fjögrra	fjögurra
fjogur	fjögur
fjógur	fjögur
fjógúr	jógúrt
fjögúr	fjögur
fjögut	fjögur
fjögutr	fjögur
fjöguu	fjögur
fjókorna	frjókorna
fjöksylda	fjölskylda
fjöla	fjölda
fjölagur	fjölhagur
fjólblá	fjólublá
fjólblár	fjólublár
fjölbreitileiki	fjölbreytileiki
fjölbretni	fjölbreytni
fjölbrettur	fjölbreyttur
fjôlbreyt	fjölbreytt
fjölbreytast	fjölbreyttast
fjôlbreyti	fjölbreytni
fjölbreytinglega	fjölbreytilega
fjôlbreytnin	fjölbreytnin
fjôlbreytninn	fjölbreytninni
fjolbreytt	fjölbreytt
fjölbreytting	fjölbreytti
fjölbreytum	fjölbreyttum
fjölbryta	fjölbreytta
fjölbrytum	fjölbreyttum
fjöldan	fjöldann
fjoldi	fjöldi
fjölði	fjöldi
fjoldkylda	fjölskylda
fjöldkyldu	fjölskyldu
fjöldni	fjöldi
fjöldskilda	fjölskylda
fjöldskylda	fjölskylda
fjōldskylda	fjölskylda
fjöldur	fjöldi
fjólgað	fjölgað
fjolgast	fjálgast
fjólgast	fjálgast
fjölgisk	fjölgi
fjolgist	fjölgisti
fjölgyðs	fjölgyðis
fjölgyðstrú	fjölgyðistrú
fjólk	fólk
fjölkirni	fjölinni
fjölklda	fjölda
fjölksilda	fjölskylda
fjolkskylda	fjölskylda
fjölkskýlda	fjölskylda
fjölkskyldu	fjölskyldu
fjolksylda	fjölskylda
fjölkunnig	fjölkunnug
fjölkunnigur	fjölkunnugur
fjölkunnugr	fjölkunnugur
fjölkyðum	fjölliðum
fjölkylda	fjölskylda
fjölkylðum	fjölyrðum
fjölkynni	fjölkynngi
fjöllagur	fjölhagur
fjöllbreytur	fjölbreyttur
fjöllganga	fjallganga
fjölliðari	fjölliðaðri
fjöllítur	fjöllitur
fjöllkynni	fjölkynngi
fjöllmenntur	fjölmenntar
fjöllskýlda	fjölskylda
fjöllunn	fjöllin
fjöllur	fjöllum
fjólmenni	fjölmenni
fjölmidla	fjölmiðla
fjölmiðlarafræði	fjölmiðlafræði
fjölmiðlir	fjölmiðlar
fjölmiðlu	fjölmiðlum
fjölmörgun	fjölmörgum
fjölog	félög;fjöll;fjölum
fjolskilda	fjölskylda
fjólskilda	fjölskylda
fjölskilda	fjölskylda
fjölskildan	fjölskyldan
fjölskildar	fjölskyldur
fjölskildina	fjölskylduna
fjölskildu	fjölskyldu
fjölskildunar	fjölskyldunnar
fjölskildur	fjölskyldur
fjölskjld	fjölskjals
fjölskjldu	fjölskyldu
fjölsklyda	fjölskylda
fjölsklydu	fjölskyldu
fjölsklydur	fjölskyldur
fjölskrúðugr	fjölskrúðugar
fjölsku	fölsku
fjölskulda	fjölskylda
fjölskuldu	fjölskyldu
fjölskyda	fjölskylda
fjölskydan	fjölskyldan
fjölskydu	fjölskyldu
fjölskyðu	fjölskyldu
fjölskyla	fjölskylda
fjölskyld	fjölskyldu;fjölskylda
fjolskylda	fjölskylda
fjólskylda	fjölskylda
fjölskylða	fjölskylda
fjölskýlda	fjölskylda
fjölskylðan	fjölskyldan
fjölskýldan	fjölskyldan
fjölskýldar	fjölskyldur
fjölskylðdur	fjölskyldur
fjölskyldi	fjölskyldu
fjölskyldina	fjölskylduna
fjölskýldu	fjölskyldu
fjōlskyldu	fjölskyldu
fjólskylduna	fjölskylduna
fjölskyldunar	fjölskyldunnar
fjölskyldunn	fjölskyldunni
fjolskyldunni	fjölskyldunni
fjolskyldur	fjölskyldur
fjölskýldur	fjölskyldur
fjölskyldy	fjölskyldu
fjölskyldyr	fjölskyldur
fjölskyli	fjölskyldu
fjölskylsda	fjölskylda
fjölskylyda	fjölskylda
fjölskyndu	fjölskyldu
fjölsyldu	fjölskyldu
fjölsylduleiðing	fjölskylduleiðin
fjólu·blár	fjólublár
fjólubá	fjólublá
fjólubár	fjólublár
fjólubláe	fjólubláa
fjólublâr	fjólublár
fjólublát	fjólublátt
fjölunni	fjörunni
fjölvíðs	fjölvís
fjölyrður	fjölyrðir
fjolyskylda	fjölskylda
fjölyskylda	fjölskylda
fjölþáttur	fjölþættur
fjömiðlum	fjölmiðlum
fjön	fjör
fjoö	fjör
fjór	fjör;bjór;fjós
fjorar	fjórar
fjórár	fjórar
fjorð	fjörð
fjórð	fjórði;fjörð
fjörd	fjörð
fjorða	fjórða
fjórda	fjórða
fjorði	fjórði
fjördi	fjöldi
fjorðin	fjörðinn
fjördin	fjöldin
fjördir	fjörnir;firðir
fjórðja	fjórða
fjórðji	fjórði
fjördrin	fjörðurinn
fjörðrin	fjöðrin
fjörðrinni	fjöðrinni
fjörðungur	fjórðungur
fjordur	fjörður
fjorður	fjörður
fjördur	fjörður
fjörðut	fjörðum
fjorgur	fjörugur
fjörgynja	fjörgynjar
fjórí	fjóra
fjörinni	fjörunni
fjorir	fjórir
fjorír	fjórir
fjörir	fjórir
fjörjugga	fjöruga
fjorór	fjöróð
fjórra	fjóra
fjórrar	fjórar
fjórtæan	fjórtán
fjörtánda	fjórtánda
fjórtánði	fjórtándi
fjörtándi	fjórtándi
fjörtður	fjörður
fjórtíu	fjörutíu
fjörtíu	fjörutíu
fjörugga	fjöruga
fjóruir	fjórir
fjöruni	fjörunni
fjörûr	fjörur
fjorvanir	forvarnir
fjoryr	fjórir
fjósakletti,	fjósakletti
fjösklydu	fjölskyldu
fjöskulda	fjölskylda
fjöskuldu	fjölskyldu
fjóskyld	fjærskyld
fjóskylda	fjölskylda
fjöskylda	fjölskylda
fjöskylða	fjölskylda
fjöskyldar	fjölskyldur
fjöskyldi	fjölskyldu
fjöskyldur	fjölskyldur
fjöskynda	fjölskylda
fjöslkulda	fjölskylda
fjöslkyldumeðlimur	fjölskyldumeðlimur
fjöslskylda	fjölskylda
fjösnar	þjösnar
fjöt	föt
fjótándu	fjórtándu
fjötla	fjötra
fjötlu	pjötlu
fjóttur	þjóttur
fjötutíu	fjörutíu
fjóum	fjórum
fjóurir	fjórir
fjóvga	frjóvga
fjqll	fjöll
fjrjór	frjór
fjúga	fljúga
fjúrar	fjórar
fjúrir	fjórir
fkara	fara
fkjúga	fljúga
fkölsklda	fjölskylda
fkölskylda	fjölskylda
fköttur	köttur
fkyrr	fyrr
fl9kin	flókin
fláanni	fláann
fláðins	flæðins
flæd	flæmd
flædar	flæðar
flægtar	flæktar
flæik	flæk;læk;lauk;flaug
flækna	lækna
flæknar	læknar
flænsta	flæsta
flæra	fleira
flæru	fleiru
flæsk	flæmsk
flæstna	flæsta
flæstrið	flæstri
flæt	flætt
flæytt	flætt
fláglega	láglega
flagrið	flagið
fláinna	fláinn
flajj	flakk
flakaka	flakka
flakake	flakka
flákn	fláka
flámældur	flámæltur
flanda	landa
flandern	flandra
flángs	flangs
flangslega	flónslega
flánina	flánna
flansta	flansa
flánsta	fláasta
flapaðan	flipaðan
flasaka	flaska
flaskur	flöskur
flásna	flásuna
flastið	plastið
flastna	flana
flástna	flásuna
flastrið	flaustrið
flástrið	plástrið
flataðan	flautaðan
flatanað	flatana
flatkak	flatkaka
flatkaku	flatköku
flatkoku	flatköku
flatnað	fatnað
flatská	flatskjá
flattnef	flatnef
flattnefs	flatnefs
flauðust	flaust
flaugur	flugur
flaugust	flugust
flaukust	flugust
flaumir	flaumur
flaumslítum	flaumslitum
flaumst	flaust
flaumust	flaumur
flauttuna	flautuna
flauttunna	flautuna
flautuleikar	flautuleikari
flauturskenndur	flausturskenndur
fleðnu	freðnu
flegjya	fleygja
flegnu,	flegnu
fleigun	fleygun
fleingi	flengi
fleingir	flengir
fleinis	fleins
fleir	fleiri
fleiritala	fleirtala
fleirtöuna	fleirtöluna
fleiru	fleiri
fleirum	fleiri
fleitala	fleirtala
fleitnu	fletinu
fleitti	fleytti
fleitun	leitun
flekaðstu	flekaðistu
flékk	fékk
flekkap	flekka
flékkót	flekkótt
flékkótt	flekkótt
fleming	flemming
flemingur	flæmingur
flems	fles
flengji	flengi
flennsa	flensa
flensta	flesta
flénsta	flesta
fleri	fleiri
fleritala	fleirtala
flesitr	flestir
flessaða	blessaða
flestna	flesta
fléstna	fléttna
flestrið	flestri
fletaða	fletta
fletaðan	flettan
fletar	flestar
fletínum	fletinum
fletjara	fletja
fletjha	fletja
flettaðu	fléttaðu
fletu	flestu
fleura	fleira
fleva	fleka
fleygður	fleygur
fleyght	fleygt
fleyguður	fleygur
fleykja	fleygja
fleyra	fleira
fleyri	fleiri
fleyrir	fleytir
fleyttii	fleytti
fleyur	fleygur
flicka	flika
flickan	flikan
fliðla	friðla
flíðla	friðla
fliei	flipi
flig	flug
fliggja	liggja
fligja	fleygja
fligrað	flingrað
fligsi	flugsi
flik	flík
flíkari	líkari
flíkast	líkast
flíkastu	flikastu
flikkjast	flykkjast
flikkótt	flekkótt
flíkuberg	flikruberg
flíkust	líkust
flimma	fimma
flimrir	flimtrir
flimsann	flimskan
flimsið	flimið
flimur	filmur
flíngkur	flinkur
flíngur	flingur
flinnsborg	Finnborg
flínsborg	Flensborg
flinsta	flinta
flínsta	fínasta
flip	flipp
flippseyjing	Filippseying
flippseyjingur	Filippseyingur
flirt	flimt
flisalagt	flísalagt
flisinu	flissinu
flísinu	flísina
flisnu	flissinu
flíssa	flísa
flistna	flimtna
flístna	flísina
flistrið	flimtrið
flístrið	blístrið
flitja	flytja
fliúgandi	fljúgandi
flíya	flísa
flj-uga	fljúga
fljæót	fljót
fljæuga	fljúga
fljetta	flétta
fljiga	fljúga
fljíga	fljúga
fljólega	fljótlega
fljóllegur	fljótlegur
fljorar	fjórar
fljórar	fjórar
fljot	fljót
fljota	fljóta
fljötlega	fljótlega
fljótskrift	fljótaskrift
fljóttur	fljótur
fljøuga	fljúga
fljua	fljúga
fljúa	fljúga
fljuga	fljúga;fluga
fljúga,	fljúga
fljúgar	fljúga
fljúgaudi	fljúgandi
fljúgav	fljúga
fljúgja	fljúga
fljugvel	flugvél
fljúha	fljúga
fljúka	flúgja;fjúka
fljýa	flýja
fljýga	fljúga
fljyta	fljóta
fllott	flott
fllötur	flötur
fllýtja	flytja
flo	flot
floggum	flöggum
flóggum	flógum
flögru	fögru
flögskylda	lögskylda
flógyn	flogin
floí	flot
floka	flokka
flokinn	flokkinn;flókinn
flókka	flokka
flökka	flokka
flokkanir	flokkarnir
flókkið	flókið
flókkin	flókin
flokkkur	flokkur
flokkræði	flokksræði
flokkræðis	flokksræðis
flokkstarf	flokksstarf
flókkurt	flokkur
floknir	flóknir
flokun	flokkun
flokurt	flökurt
flölklda	fölkalda
flöll	fjöll
floni	flotti
flonsta	flottasta
flónsta	flónska
flönsta	flesta
flörður	fjörður
flöri	fjöri
flórsin	flórsins
flort	flott
flortana	flotana
flösa	flösu
flósir	flóir
flöskar	flöskur
flöski	flösku
flösko	flösku
flösnar	flosnar
flostna	flosna
flóstna	fóstra
flöstna	flösuna
flostrið	fóstrið
flóstrið	fóstrið
flöstrið	flögrið
flötan	flötin
floteina	fláteina
flotnara	flottara
flótt	fljótt;flótti;flott
flóttamaðu	flóttamaður
flötungar	flökunar
flotur	flottur
flovent	Flóvent
fltja	flytja
fluayga	fleyga
flúðari	flúðri
fluðast	fliðast
fluf-gvél	flugvél
flufji	flugi
flúg	flug
flúga	fluga;fljúga
flúgar	flugar
flugeldae	flugelda
flugevél	flugvél
flugévellir	flugvellir
flugfer	flugferð
flugferđ	flugferð
flugfragt	flugfrakt
flugfreya	flugfreyja
flugfreyjar	flugfreyja
flúgga	flagga
flugja	fluga;fljúga
flúgja	fljúga
fluglahræða	fuglahræða
flúglar	flyglar
flugnabu	flugnabú
flugnasveimar	flugnasveimur
flugnummerið	flugnamergð
flugprófun	flugprófum
flugrák	flugráð
flug­stjór­	flugstjóri
flug­stjór­ans	flugstjórans
flugtúru	flugtúr
fluguél	flugvél
flugurskreyttur	fagurskreyttur
flugválar	flugvélar
flugvel	flugvél
flúgvel	flugvél
flúgvél	flugvél
flugvelar	flugvélar
flugvélarlíian	flugvélarlíkan
flugveldur	flugeldur
flugveli	flugvelli
flúgveli	flugvelli
flúgvéli	flugvélin
flugvelinn	flugvélinni
flugvelinni	flugvélinni
flugvélinnn	flugvélinni
flúgvéll	flugvél
flugvellar	flugvallar
flugvéllar	flugvélar
flúgvéllin	flugvélin
flugvellinu	flugvellinum
flugvéllir	flugvellir
flúgvellir	flugvellir
flúgvellur	flugvöllur
flugvellurinn	flugvöllurinn
flugvelþ	flugvél
flugvjel	flugvél
flugvol	flugvél
flugvölinn	flugvöllinn
flugvöllin	flugvöllinn
flugvollum	flugvöllum
flugvvel	flugvél
flúgþjón	flugþjón
flúgþjónn	flugþjónn
fluha	fluga
flujga	fluga
flukri	flökri
flumast	flumrast
flundrið	flandrið
flundur	fundur
flunki	flinki
flunku	flinku
flunsta	filista
flúnsta	fúnasta
fluntaða	plantaða
flúrarar	flúraðar
flúrin	flúin
flúrl	flúr
flurti	flutti
flustna	fluskna
flústna	flúna
flustrið	flaustrið
flústrið	flúskrið
flut	flutt
flutaðan	flautaðan
flutingut	flutningu
flutje	flytja
flutni	flutti
flutnig	flutning
flutnigur	flutningur
flutting	flutning
fluttirt	fluttir
fluttningarbíll	flutningabíll
fluttningur	flutningur
flütur	flytur
fluvél	flugvél
flúvel	flúnel
fluvellar	flugvallar
fluvelli	flugvelli
fluvöll	flugvöll
fluvöllur	flugvöllur
flýaðist	flóaðist
flýar	flýr
flýðast	hlýðast
flýðist	lýðist
flyga	fluga
flýga	flýja;fljúga
flygði	fleygði
flýgga	flagga
flygja	flytja;flýja;fleygja
flýgja	flýja
flygte	fleygt
flygur	flýgur
flygvöllur	flugvöllur
flyja	flýja;flytja
flýjar	flýja
flyjja	flytja
flýjun	flýjum
flyk	flík
flýk	flík
flykjast	flykkjast
flýkkja	flykkja
flýkkun	flokkun
flýnast	frýnast
flynsta	fyrsta
flýnsta	flýta
flystna	lystina
flýstna	aflýstra
flystrið	flaustrið
flýstrið	lýstrið
flyta	flýta;flytja
flytá	flyt
flýtaðar	flýtkaðar
flýtana	flýtina
flýtanna	lýtanna;fljótanna
flytar	flytur
flýtist	flýtis
flytj	flytja
flýtja	flytja;flýta
flytjaa	flytja
flytjq	flytja
flytjs	flytja
flýtjum	flytjum
flytjz	flytja
flytka	flytja
flytra	flytja
flýtra	flýta
flýtt	flýtt
flytta	flýta
flyttjast	flytjast
flyttur	flytur
flýuga	fluga
flyugur	flugur
flýxtur	flýtur
fmaður	maður
fmarfir	farfir;þarfir;marðir;farðir
fmyg	feyg
fnaut	naut
fnd	fund
fndir	undir;fundir
fnera	frera
fni	efni
fnísa	físa
fnna	finna;Finna
fnrádregin	frádregin
fnus	fnas
fnýa	knýa
fnyx	ónyx
fö	föt
fö∂ur	föður
fóant	fant
foárn	forn
fob	fox
fóbia	fóta
foð	for;roð
fódbolti	fótbolti
fǿði	fæði
fóðir	fóður
fóðjur	fóður
föðlingur	öðlingur
föðmuðumdt	föðmuðumst
foðnu	roðnu
fǫður	föður
föðuri	föður
föðurlanf	föðurland
födurnum	föðurnum
föðurri	föðurarfi
fóelluvatn	fóelluvötn
foerir	forir;þorir
fögður	föður
fögnun	fögnum
fögnupur	fögnuður
fögt	föt
fogur	fögur
fögurð	fegurð
fögut	fögur
foingi	foringi
fók	fólk
fokheldið	fokheldir
fokheldis	fokheldi
fokhelld	fokheld
fóki	fólki
fókið	fólkið
fokiða	fokið
fokker	fokkar
fókkið	fólkið
foksandhólar	foksandshólar
fóksir	fókusar
fólald	folald
fölald	folald
foldald	folald
földi	fjöldi
foldiði	moldiði
földun	fölsun
földurinn	feldurinn
folerdrar	foreldrar
fólgast	fólgnast
folk	fólk
fôlk	fólk
fölk	fólk
fólkari	fólskari
folki	fólki
fólkin	fólki
fólkipð	fólkið
fólkit	fólki
fólklk	fólk
folks	fólks
folkskylda	fólkskylma
fólkskylða	fólkskylfa
fölksva	fölskva
follald	folald
folll	foli
follla	frolla
fólnarlamb	fórnarlamb
fólnuðu	fórnuðu
fólsið	fólkið
fólsir	fólskir
folskilda	tollskylda;fjölskylda
fölskjylda	fjölskylda
fólskulegr	fólskulegri
fölskun	fölskum
fölskyldunnar	fjölskyldunnar
fölskyldur	fjölskyldur
fölskylður	fölskaður
föminsta	féminnsta;femínista
fömur	föður
fon	von
fönðra	föndra
fondue	vondu
fönður	föður
föngast	fangast
fönuði	fögnuði
föolur	fölur
fõr	fór
før	fór
for¬sæt¬is¬ráðherr¬an¬um	forsætisráðherranum
forald	folald
fórár	frár
forárn	forn
fórbolti	fótbolti
forborne	forborna
ford	form
forðabakskaut	forðabakstur
fordast	forðast
forðats	forðast
forðis	forðist
fórdoma	fordóma
forðstofa	borðstofa
forðu	forðum
förðuns	förðun
förður	föður;fjörður
foredlri	foreldri
foreld	foreldra;foreldri
foreldara	foreldra
forelddrar	foreldrar
foreldlar	foreldrar
foreldrara	foreldrar
foreldrarr	foreldrar
foreldrasamstraf	foreldrasamstarf
foreldraskiemtun	foreldraskemmtun
foreldrii	foreldri
foreldrinar	foreldrar;foreldri
foreldrir	foreldrar;foreldri
foreldrl	foreldri
foreldrrar	foreldrar
foreldrsr	foreldrar
foreldta	foreldra
foreldum	foreldrum
foreldur	foreldrar;foreldri
forelfrum	foreldrum
forelodi	foreldri
foreni	forni
forest	forlest
foresta	forysta
forestur	frestur
forétt	forrétt
foréttur	forréttur
fórettur	forréttur
fóretur	forréttur
förfáa	örfáa
forfaður	forfaðir
forfærd	forfærð
forfærdre	forfærðra
forfeðir	forfeður
forgangsðóstur	forgangspóstur
fóri	fór;Dóri
foristumann	forystumann
foristumanna	forystumanna
forit	forrit
foritari	forritari
forkauprétt	forkaupsrétt
forkkun	flokkun;vorkunn
forkrafa	formkrafa
forkröfu	formkröfu
forkröfur	formkröfur
forku	orku
forkunarfagurri	forkunnarfagurri
forleldra	foreldra
forlelrdar	foreldrar
forlerdar	forlegrar;foreldrar
forlerdra	foreldra
forlova	forlofta
formaðujr	formaður
formal	formál;formáli
fórmáli	formáli
forman	formann
formdæma	fordæma
formdæmalausri	fordæmalausri
formendurnir	formælendurnir
formgerðarsinnar	formgerðarinnar
formhönnun	forhönnun
formiði,	formið;formiði
fórmlega	formlega
förmn	förin
formúga	formúla;formúa
formúl	formúla
formula	formúla
fórmulu	formúlu
fornagripur	forngripur
fórnalamb	fórnarlamb
fornaldur	fornaldar
fórnalömb	fórnarlömb
fórnarlambana	fórnarlambanna
fornðfn	fornöfn
fornegyptar	fornegypskar
fórnfýsni	fórnfýsi
förninga	ferninga
fornofn	fornöfn
fórnöfn	fornöfn
fornorræn	fornnorræn
fornorræna	fornnorræna
forntíða	forntíðar
forrétur	forréttur
forrysta	forysta
forsætisræaðherra	forsætisráðherra
forseri	forseti
forsetaframbjóðendi	forsetaframbjóðandi
fórseti	forseti
forsetin	forsetinn
forsetisembætti	forsetaembætti
forsetnign	forsetning
forsetningaliður	forsetningarliður
forsett	forseti
forsetti	forseti
fórsið	forsið;forsíða;offorsið
forsiðau	forsíða;forsíðu
forsjálnis	forsjálni
forsjárman	forsjármann
forskað	forskalað
forskoð	forskoða
första	fyrsta
forstióri	forstjóri
forstöðurmaður	forstöðumaður
forstova	forstofa
forstufo	forystufé
försvinna	fjölsvinna
förti	förli
fortid	fortíð
fortið	fortíð
fortiðarinar	fortíðarinnar
fortiðarinnar	fortíðarinnar
fortíðaþrá	fortíðarþrá
fortip	porti;fortíð
fortípina	fortíðina
fórtiu	fórstu
fortvini	fornvini;forvitni
fortvitni	forvitni
foru	fóru
fórue	fóru
fórumanna	frumanna
forumúlu	formúlu
forund	forundran
forvarnavika	forvarnarvika
forverða	forvera
forvítin	forvitin
forvítinn	forvitinn
forvorður	forvörður
foryngi	foringi
forystuhlutverl	forystuhlutverk
fos	foss
fosd	foss
fosfor	fosfór
fösi	föst
fösir	fýsir
foskur	flöskur;öskur;froskur
fösli	föli
fossaleynir	fossaleyni
fossaru	fossar
fossberi	fossbergi
fosshólli	fosshóli
fosst	foss
fossur	foss
fóssvogi	Fossvogi
fostadaginn	föstudaginn
fóstadaginn	festardaginn
föstadaginn	föstudaginn
fosti	fóstri
föstn	föst
föstna	föstuna
föstnar	fastnar
fóstraru	fóstrarðu
föstudaf	föstudag
föstudagyr	föstudagur
föstudgaur	föstudagur
fóstuforeldrar	fósturforeldrar
fóstuforeldri	fósturforeldri
föstun	föstum
fösturdagur	föstudagur
fósturnar	fóstrurnar
fot	fót;föt;oft
fótaða	fótað
fótafit	fótafimt
fótartak	fótatak
fotaskápur	fataskápur
fotaskemill	fótaskemill
fótasta	fóta
fótbal	fótbað
fótbola	fótbolta
fótbolit	fótbolti
fótboll	fótbolti
fótbolla	fótbolta
fótbolli	fótbolti
fotbolta	fótbolta
fótboltalip	fótboltalið
fótboltaþjálfunarskólum.	fótboltaþjálfunarskólum
fótbólti	fótbolti
fòtbolti	fótbolti
fótbóltur	fótboltar
fótbotla	fótbolta
fótbotlta	fótbolta
fotek	fortek
fótelggja	fótleggja
fótfjölina	fótafjölina
fötgun	fötlun
fǿti	fæti
fótina	fótinn
fötinn	fötin
fötla	föla
fötlegg	fótlegg
fótleggin	fótlegginn
fótleggurin	fótleggurinn
fotlegur	lotlegur;fótleggur
fótlegurin	fótleggurinn
fótlegurinn	fótleggurinn
fötli	föli
fótmulu	fótsmugu
fótnum	fætinum
foto	föt
fótsnýrting	fótsnyrting
fótsýnrting	fótsnyrting
fötti	fött
föttin	fötin
föttina	fönina
fótue	fótum
fotur	fótur;fætur;votur
fotúr	fótur
fõtur	fætur
fótura	fótur
foturinn	fóturinn
fóturvetur	fósturvefur
fótut	fótum
foxað	afoxað;oxað
foxar	afoxar
foybolta	fótbolta
fprnafn	fornafn
fprvitinn	forvitinn
